住所,法人名,更新日時,法人番号,法人種別,法人名(カナ),Twitter,Facebook,Instagram,創業年,紹介文,アイコン,事業概要,代表者名,取扱商品,営業品目,従業員数,採用予定,特許情報,背景画像,表彰情報,電話番号,代表の写真,取引先業種,設備と技術,設立年月日,企業規模詳細,キャッチコピー,企業紹介画像①,企業紹介画像②,企業紹介画像③,届出・認定情報,セールスポイント,企業ホームページ,店舗・事業所情報,主な商品・サービス,他社との連携を考える事業,特許,紹介の画像
大阪府堺市東区日置荘西町７丁８番１３号,永上実業株式会社,2015-11-19T15:00:00.000Z,5120101005113,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市堺区北庄町２丁２番３号,株式会社長曽根商店,2019-07-23T15:00:00.000Z,5120101005121,301,ナガソネショウテン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市中区土師町５丁６番６号,株式会社ナカノ,2015-11-19T15:00:00.000Z,5120101005138,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市中区深井清水町３８５５番地,株式会社中辻製作所,2019-12-08T15:00:00.000Z,5120101005179,301,ナカツジセイサクショ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市堺区今池町５丁１番４号,中谷金属工業株式会社,2021-12-09T07:19:58.656+00:00,5120101005187,,ナカタニキンゾクコウギョウカブシキガイシャ,,,,1952年,自転車.オートバイ等の各種ネジ小物部品や、バネなどの企画開発。,,"各種ネジ小物加工品。企画開発
",中谷　泰久,各種ネジ、 小物部品、 線細工バネ、 オートバイ・自転車用ネジ部品,31,3人,,1件,,,072-232-3475,https://img.sakacil.com/data/20211209/1d134477-b914-4fb5-bfa1-267da8ea945f.jpg,輸出商社、 ハサミ、自転車関係、 100円ショップ,,1964-10-21,男性1人、女性2人,人脈や経験を生かしてのコーディネートアッセンブリー,https://img.sakacil.com/data/20211209/2a39f98d-ef72-4020-b7ad-8257e0b0bced.JPG,https://img.sakacil.com/data/20211209/0738e8fd-d45d-4d53-a02d-238c844adfd9.JPG,https://img.sakacil.com/data/20211209/9f7294be-7cd9-4e80-83d7-86a28299346a.JPG,1件,迅速対応。 来年度新事業ECサイト立上げ中,https://izanami.pro,[],各種小物、 ネジ部品企画開発、 パック部品梱包,,,
大阪府堺市中区陶器北５００,株式会社ナックコーポレーション,2015-11-19T15:00:00.000Z,5120101005220,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市南区城山台３丁４番１７号,ナニワスタッド株式会社,2015-11-19T15:00:00.000Z,5120101005237,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市南区原山台５丁１３番１号,ターク株式会社,2015-11-19T15:00:00.000Z,5120101005245,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市南区庭代台３丁１番１０号,日恵産業株式会社,2015-11-19T15:00:00.000Z,5120101005261,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市堺区向陵中町１丁１番８号,株式会社日総,2018-05-07T15:00:00.000Z,5120101005278,301,ニッソウ,,,,,,,,,,,,,特許 2件（ラス複合体及びその製造方法並びにラス複合体を用いた塗工体及び工法 / ラス複合体） 意匠 2件（防水紙及び力骨付きのラス / 力骨付きラス） 商標 2件（TAGイージー / パックマン）,,,,,,,,,,,,,,,,,,,,
大阪府堺市堺区石津北町８０番地,日清シスコ株式会社,2022-10-17T06:29:57.709+00:00,5120101005286,,ニッシンシスコ,,,,,,,,,,E,,,特許 1件（クッキー及びクッキーの製造方法） 意匠 2件（包装用袋 / 食卓用鉢） 商標 78件（素材のごほうび / ときめく / ラスクシリアル / パンシリアル / ブレッドグラノーラ 他）,,,,,,,,,,,,,,,https://www.nissin.com/jp/about/nissincisco/,[],,,,
大阪府堺市中区土師町２丁２１番２２号,日測設計株式会社,2015-11-19T15:00:00.000Z,5120101005294,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市堺区遠里小野町３丁１番１３号,株式会社トップツール,2024-08-17T15:50:56.262+09:00,5120101005311,,トップツール,,,,,"超硬切削工具を製造しています。
主に大手メーカーから中小メーカーにOEM供給しています。",,NC工具研削機により特殊エンドミル、 リーマ、 ザグリカッターの製造,八角　浩史,"特殊エンドミル、 リーマ、 ザグリカッター、 特殊カッター
超硬ソリッドタイプと超硬ロー付けタイプのどちらも製造可能です。",,5人,,,,,072-233-2646,,超硬工具メーカー,ダイヤモンド石による研磨、 円筒機、 フライス盤、 マキノ製万能研磨機、 NC工具研磨機、 高周波ロウ付け等 プロファイル研削盤を導入し、R加工等を加工できるようになりました。,,,標準品から特殊品まで幅広く,,,,,少量多品種（1～20本）、 短納期（4～5日）、 トヨタ自動車の生産ライン用切削刃物etc　特殊品を主に製造。 ほとんどの工程を内製しており、 ロウ付のみの依頼も多数あります。 ,,[],自動車・農機等の足回りの部品や多種の機械部品の生産に使われる切削工具（その中でも特殊品）を製造しています。,,,
大阪府堺市堺区戎之町東１丁１番１号,富増物産株式会社,2021-08-10T15:00:00.000Z,5120101005344,301,トミマスブッサン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市北区中村町７４４番地の１,南部合同実業株式会社,2019-05-23T15:00:00.000Z,5120101005352,301,ナンブゴウドウジツギョウ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市西区草部１１９－３,ナビス産業株式会社,2015-11-19T15:00:00.000Z,5120101005360,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市中区小阪１５１番地の２,株式会社納谷工務店,2015-11-19T15:00:00.000Z,5120101005369,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市西区上野芝町５丁１１番２３号,日同建設工業株式会社,2015-11-19T15:00:00.000Z,5120101005410,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市堺区大浜北町２丁２番１７号,西尾株式会社,2022-06-13T08:27:09.164+00:00,5120101005435,,ニシオ,,,,1898年,"セメント・生コンクリートの販売、
各種建材販売、土質改良材販売、
各種工業等をお受けいたしております。
建築資材・工事のことならなんなりとお問合せください。",https://img.sakacil.com/data/20220613/82463623-2b7c-47dd-8f24-0c75e66f46c6.jpeg,"セメント・生コンクリートの販売・各種建材販売、土質改良材販売、各種工事等

【建設業許可】
大阪府知事(般-29)第52979号
とび・土工　工事業
タイル・れんが・ブロック　工事業
熱絶縁工事",西尾　隆裕,,D,18名,予定有り,,,,072-238-4771,,,,1956-05-04,男性 15名、女性 3名,あらゆる建築資材ニーズにお応えします。,,,,,,www.nisio.co.jp/index.html,[],,,,
大阪府堺市堺区錦綾町２丁１番１８号,錦足袋株式会社,2022-11-08T04:02:38.043+00:00,5120101005451,,ニシキタビ,,,,,,,アウトドア―用品販売、不動産事業,,,I,4,,,,,,,,,,,,,,,,,,[],,,,
大阪府堺市堺区錦綾町１丁５番１３号,西川商工株式会社,2021-11-23T19:02:15.358+00:00,5120101005468,,ニシカワショウコウ,,,,,,,製鋼原料全般及び非鉄金属、 鉄スクラップ加工処理業　一般建設業（とび・土木・解体工事業）　産業廃棄物収集運搬業・処分業,西川　明,鉄スクラップ、 ステンレススクラップ、 アルミスクラップ、 非鉄スクラップ、 特殊金属スクラップ,,74人,,,,,072-238-1621,,製鋼メーカー、 特殊鋼メーカー,スクラッププレス、 天井クレーン、 大型貨物トレーラー、 大型貨物トラック、 全回転フォークリフト、 ショベルローダー、 中型プラズマ切断機、 トラックスケール、大型ギロチンシャー等,,,,,,,,創業以来金属リサイクルに携わり、 お客様の信用と信頼を頂いてまいりました。 鉄・ステンレス・アルミ・その他非鉄及び特殊金属のスクラップの高度のリサイクル技術を駆使して、 環境問題にも貢献いたしております。 ISO14001認証取得。 産業廃棄物・中間処理業、 収集運搬業、 自動車リサイクル（解体業・破砕業）、 建屋解体工事。 ,http://www.nishikawa-shokoh.co.jp,,金属スクラップ全般,,,
大阪府堺市中区土師町１丁２３番２０号,株式会社西商店,2015-11-19T15:00:00.000Z,5120101005476,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市堺区宿屋町東１丁１番８号,萩村金属株式会社,2015-11-19T15:00:00.000Z,5120101005492,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市堺区北田出井町３丁４番３２号,株式会社橋本鉄工所,2019-06-25T15:00:00.000Z,5120101005526,301,ハシモトテッコウショ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市南区御池台４丁１５番７号,株式会社ネゴロ,2015-11-19T15:00:00.000Z,5120101005542,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市堺区中瓦町２丁１番１７号,株式会社野島経営管理センター,2020-10-27T15:00:00.000Z,5120101005567,301,ノジマケイエイカンリセンター,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市北区百舌鳥梅町３丁１５番７号,株式会社日本装工,2019-02-27T15:00:00.000Z,5120101005609,301,ニホンソウコウ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市中区深井清水町３５５１番地,株式会社中村,2015-11-19T15:00:00.000Z,5120101005617,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市堺区南陵町１丁２番２号,中村食品株式会社,2015-11-19T15:00:00.000Z,5120101005625,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市堺区向陵東町３丁２番４号,株式会社ナウ,2015-11-19T15:00:00.000Z,5120101005633,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市中区見野山１１１番１号,阪和住宅株式会社,2015-11-19T15:00:00.000Z,5120101005641,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市西区上５５９－１カイザ４３－１０７号,株式会社春本工業,2015-11-19T15:00:00.000Z,5120101005658,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市北区八下北２番３５号,日本ドライスライド株式会社,2017-09-26T15:00:00.000Z,5120101005666,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市堺区北花田口町３丁２番１０号,日本放射線防禦株式会社,2020-01-21T15:00:00.000Z,5120101005674,301,ニホンホウシャセンボウギョ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市堺区三国ヶ丘御幸通１番地２,日本マテリアル株式会社,2019-12-11T15:00:00.000Z,5120101005690,301,ニホンマテリアル,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市中区毛穴町７７番地１,株式会社バームス,2020-09-27T15:00:00.000Z,5120101005732,301,バームス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市堺区向陵東町１丁８番９号,株式会社パトス,2020-10-25T15:00:00.000Z,5120101005765,301,パトス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市東区日置荘西町１丁３６番１６号,株式会社太悠,2021-06-03T15:00:00.000Z,5120101005773,301,タイユウ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市堺区北三国ヶ丘町８丁８番９号,服部歯研株式会社,2015-11-19T15:00:00.000Z,5120101005781,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市堺区向陵西町４丁３番３号,ハヤセンフードサービス株式会社,2015-11-19T15:00:00.000Z,5120101005807,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市堺区寺地町東１丁２番１９号,株式会社ハヤマハウジング,2015-11-19T15:00:00.000Z,5120101005815,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市北区金岡町２１４７番地甲,株式会社ハロー,2015-11-19T15:00:00.000Z,5120101005823,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市中区深井水池町３２５７番地,阪和開発株式会社,2020-07-28T15:00:00.000Z,5120101005831,301,ハンワカイハツ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市堺区三宝町６丁３３８番地の２,東口食品工業株式会社,2015-11-19T15:00:00.000Z,5120101005872,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市中区東山６７７番地の３,東山サイクル株式会社,2015-11-19T15:00:00.000Z,5120101005880,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市南区小代１８６番地７,株式会社光,2020-04-27T15:00:00.000Z,5120101005889,301,ヒカリ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市東区西野３４７番地の１,ヒロセ産業株式会社,2015-11-19T15:00:00.000Z,5120101005922,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市南区原山台５丁１６番１号,比楽紡績株式会社,2021-11-23T16:58:58.277+00:00,5120101005930,,ヒラクボウセキ,,,,,,,羊毛原料を主とした、 紡毛紡績糸の製造および販売。 カーペット用、 アパレル用ならびに産業資材等。 ,比楽　卓郎,別注カーペット用紡績糸・一般家庭用カーペット用紡績糸・婦人服地用紡績糸、 紳士服地用紡績糸・製糸工場向けフェルト用紡績糸等,,57人,,特許 1件（防汚性フックドラグ）  商標 1件（§SUSTAINABLE\REWool）,,,072-297-5571,,カーペット製造メーカー全般、 服地製織メーカー全般,紡績設備　一式、 糸フェルト加工機械（ペリーロック機）、 高速　カセ上げ機、 高速　リワインド機（巻き上げ機）,,,,,,,,ニーズに応じて40種類以上ある原料より最適なものを使用して、 オリジナルの糸つくりを心がけております。 自社工場に設備を保有していることから、 小ロット多品種のこの時代を臨機応変に対応できます。 一般的に使用される品種においては、 出来るだけ在庫して短納期を心がけております。 ウール高混率にこだわらず化合繊の紡績にも対応可能です。 ,,,各ニーズに応じた最適の糸。 コントラクト向け…はり・こしを持たせ、 耐久性に優れた糸。 一般向け…素足文化に応じた、 やわらかさの中にしっかり感の残る糸。 産業資材向け…均一性に優れた糸。 ,,,
大阪府堺市堺区一条通１３番２０号中岡ビル,日本グリーンダイヤモンドジュエリー株式会社,2015-11-19T15:00:00.000Z,5120101005955,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市堺区三宝町２丁１０８番地,日本デイーゼル株式会社,2020-01-13T15:00:00.000Z,5120101005971,301,ニホンデイーゼル,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市東区草尾７１４番地の２１,日出運送株式会社,2015-11-19T15:00:00.000Z,5120101006020,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市北区南花田町３８４番地の２,富士工業株式会社,2015-11-19T15:00:00.000Z,5120101006037,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市北区長曽根町１９２８番１,富士設備工業株式会社,2021-04-14T15:00:00.000Z,5120101006045,301,フジセツビコウギョウ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市美原区小寺４０２番地１,太陽精密株式会社,2021-02-07T15:00:00.000Z,5120101006053,301,タイヨウセイミツ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市北区金岡町５４５番地,株式会社富士リフォーム,2019-01-22T15:00:00.000Z,5120101006061,301,フジリフォーム,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市西区鳳北町８丁４３３番地の１,花谷薬品株式会社,2015-11-19T15:00:00.000Z,5120101006094,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市堺区北波止町２番地,株式会社阪南保証協会,2015-11-19T15:00:00.000Z,5120101006103,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市堺区大町西２丁２番１３号,羽二重紙工株式会社,2019-12-03T15:00:00.000Z,5120101006111,301,ハブタエシコウ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市北区黒土町２１６６番地の１,株式会社藤本板硝子店,2015-11-19T15:00:00.000Z,5120101006144,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市西区津久野町１丁１番１号,株式会社藤屋,2015-11-19T15:00:00.000Z,5120101006152,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市堺区山本町５丁１０４番地,双葉木工株式会社,2015-11-19T15:00:00.000Z,5120101006160,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市中区東山２３番地,株式会社ブックハウスなかむら,2015-11-19T15:00:00.000Z,5120101006169,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市南区城山台１丁１３番１８号,株式会社双葉工芸社,2021-05-09T15:00:00.000Z,5120101006177,301,フタバコウゲイシャ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市中区土塔町２２９１番地の１,西辻住宅設備株式会社,2015-11-19T15:00:00.000Z,5120101006185,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市中区上之３番地の１,西村化工株式会社,2015-11-19T15:00:00.000Z,5120101006210,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市堺区石津町２丁８番９号,株式会社ニシヤ,2018-05-21T15:00:00.000Z,5120101006219,301,ニシヤ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市東区八下町１丁１１９,株式会社ニッケンイーグル,2015-11-19T15:00:00.000Z,5120101006227,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市南区美木多上１４３番地,株式会社ホウワ衛生設備商会,2015-11-19T15:00:00.000Z,5120101006268,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市堺区北三国ヶ丘町８丁７番１４号,株式会社ファクト,2020-04-12T15:00:00.000Z,5120101006276,301,ファクト,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市堺区永代町６丁１番２７号,フェニックス産業株式会社,2015-11-19T15:00:00.000Z,5120101006292,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市堺区九間町東１丁１番１０号,株式会社福井,2021-11-23T17:50:59.299+00:00,5120101006301,,フクイ,,,,,,,創業百年を迎えた株式会社福井。 堺打刃物をはじめ、 園芸刃物・工具など幅広い商品を取り扱っています。 三木営業所（兵庫県）・新潟営業所・本社物流センターをあわせた四拠点体制で頑張っています。 ,福井　基成,堺打刃物・土農工具類・その他園芸用品全般,,65人,,商標 3件（ふくろう / §ものうりば\Plantz / §OWL）,,,072-227-0001,,金物卸売業・金物小売業・刃物店・ホームセンター・園芸専門店　など,包丁研磨用各種設備（2019年より稼働開始）,,,,,,,,堺利器工匠具を、 幅広く全国展開する販売網と市場の急激な変化に対応する商品開発とその構成。 派手ではありませんが、 地道な努力を続けています。 ,www.sakai-fukui.co.jp,,国産メーカー代理店として様々な商品を取り扱う一方、 近年は自社ブランド商品の拡充に努めています。 自社ブランド「OWL」 「翁流」は園芸刃物を中心に構成され、 全国各地の専門店・量販店にてお取り扱い頂いております。 また高級堺包丁「翁流」 （おうる）ブランドを立ち上げ、 海外・国内両市場をターゲットに商品開発を進めています。 ,,,
大阪府堺市西区築港新町３丁２７番地の７,北星興業株式会社,2025-04-07T15:28:00.797+09:00,5120101006326,,ホクセイコウギョウ,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,[],,,,
大阪府堺市西区津久野町３丁１４番４３号,株式会社ベストシステム,2018-05-20T15:00:00.000Z,5120101006359,301,ベストシステム,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市北区百舌鳥梅町３丁１６番地１６,株式会社ベビールーム,2019-08-26T15:00:00.000Z,5120101006367,301,ベビールーム,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市堺区中三国ヶ丘町４丁５番２１号,株式会社ベルテンポ,2018-05-07T15:00:00.000Z,5120101006375,301,ベルテンポ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市美原区さつき野東３丁目２０番地６,株式会社藤井製作所,2018-08-08T15:00:00.000Z,5120101006383,301,フジイセイサクショ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市西区浜寺船尾町西１丁１８１番地,株式会社フジ・インテリア,2015-11-19T15:00:00.000Z,5120101006391,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市堺区南陵町１丁３番３号,藤木精密工業株式会社,2015-11-19T15:00:00.000Z,5120101006400,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市堺区戎之町東５丁５番１５号,フジ建設株式会社,2015-11-19T15:00:00.000Z,5120101006409,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市西区浜寺石津町東３丁６番２１号,藤田建設工業株式会社,2015-11-19T15:00:00.000Z,5120101006417,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市中区東山７１４番地,藤野商事株式会社,2018-06-07T15:00:00.000Z,5120101006425,301,フジノショウジ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市西区浜寺石津町中３丁５番２０号,株式会社広田硝子店,2019-01-29T15:00:00.000Z,5120101006433,301,ヒロタガラステン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市堺区大浜北町２丁２番４号,平野整機工業株式会社,2022-06-07T04:40:05.488+00:00,5120101006441,,ヒラノセイキコウギョウカブシキガイシャ,,,,1965年11月,"当社は1968年の会社設立以来、生産設備のメンテナンスや更新工事を生業として歩んでまいりました。『価値ある生産設備への提案』の基本理念のもと、一つひとつのご依頼に誠心誠意お応えすることで、長い間お取引いただいております。

昨今、中小企業の中でオンリーワンを目指す会社が多い中、当社も『価値ある提案』を通して、オンリーワンの『顧客サービス』を提供できるように努めてまいりました。『提案』を行うには知識を増やす努力が必要となり、『提案から、ものづくりに結び付ける』ためには、より高い技術の追求が欠かせません。こうした当社の取り組みは、ゆるぎない原動力にもつながっています。

このようにして、知識・技術を培いながら、お客様のメリットを見出すことこそ、私たちの最大の目的です。全ての業務に対して、『心を込めた仕事』をし、良い商品をお客様に提供することを使命とし、より良い商品づくりを心掛けております。

これからも知識と技術の追求を怠ることなく、社員一同努力をしてまいりますので、どうぞお気軽にご一報いただけますよう、お願い申し上げます。当社は1968年の会社設立以来、生産設備のメンテナンスや更新工事を生業として歩んでまいりました。『価値ある生産設備への提案』の基本理念のもと、一つひとつのご依頼に誠心誠意お応えすることで、長い間お取引いただいております。

昨今、中小企業の中でオンリーワンを目指す会社が多い中、当社も『価値ある提案』を通して、オンリーワンの『顧客サービス』を提供できるように努めてまいりました。『提案』を行うには知識を増やす努力が必要となり、『提案から、ものづくりに結び付ける』ためには、より高い技術の追求が欠かせません。こうした当社の取り組みは、ゆるぎない原動力にもつながっています。

このようにして、知識・技術を培いながら、お客様のメリットを見出すことこそ、私たちの最大の目的です。全ての業務に対して、『心を込めた仕事』をし、良い商品をお客様に提供することを使命とし、より良い商品づくりを心掛けております。

これからも知識と技術の追求を怠ることなく、社員一同努力をしてまいりますので、どうぞお気軽にご一報いただけますよう、お願い申し上げます。",https://img.sakacil.com/data/20220607/8be53290-9b64-485b-b419-4601be565a5b.JPG,当社は、工場設備の設計・製作・施工およびメンテナンスを主たる事業として創業より50年の歴史をもつ会社です。また、自社独自の特許を生かし、固化材料ほぐし装置（砕き太郎）の製造販売にも取り組んでおります。その他、オーダーメイド機器なども独自の視点で設計から製造もおこなっております。　,平野　隆雄,"プラント機器、搬送機器、撹拌装置、容器類製缶、配管、架台製缶、機器補修、配管補修　固化材料ほぐし装置｢砕き太郎シリーズ｣
ラベラーユニット、オーダーメイド自動機、省力化機器等",0841,18人,未定,固化材料ほぐし装置,https://img.sakacil.com/data/20220607/23a89951-e125-4b8a-9737-e6ceef0ddf47.JPG,機械振興賞　第５３回　審査員特別賞,072-228-1775,https://img.sakacil.com/data/20220607/d6ada4bc-8f55-491a-98e8-91fefb60676c.JPG,無機化学会社、医療品会社、食品会社、大手建設業、運輸倉庫業、ラベラー関連企業 他20社程度。自社製品納入先：多数,汎用旋盤、フライス盤、ボール盤、アルゴン溶接機、半自動炭酸ガス溶接機、アーク溶接機、2次元CAD、3次元CAD、他多数,1968-04-01,男性13人　女性4人,創業５０年の信頼と実績。,https://img.sakacil.com/data/20220607/fe17ff52-8aa1-4272-ab6b-7c42699feeb4.JPG,https://img.sakacil.com/data/20220607/1b5fa90f-84f6-4ed5-bcc2-9c7d77978e4e.JPG,https://img.sakacil.com/data/20220607/85f7f089-811d-43b5-890a-c595390e26ec.png,建設業の許可証　大阪府知事許可（般ー４）第３６０８６号,当社は設計、溶接技術、機械加工及び組立、補修を得意とします。客先の立場にたった提案を行い、客先にメリットを見出せる様な商談を行い、客先より信頼、信用を得ております。長年に渡り培われた技術を集約し、自社製品『砕き太郎』の開発ができ、もう一つの経営の柱となっています。平成30年は、機械振興賞を受賞致しました。,http://www.hiranoseiki.co.jp,[],オーダー品としてはスクリューコンベア、撹拌装置、反応器、省力化機器、自動機、ラベラー等があります。客先の立場にたった設計、製作、施工を行っています。,弊社考案砕き太郎の販売代理店　設備メンテナンス（配管・製缶・溶接）,,
大阪府堺市堺区出島海岸通２丁４番１４号,株式会社青雲荘,2022-10-12T02:44:04.777+00:00,5120101006458,,セイウンソウ,,,,,,,,,,M,,,,,,,,,,,,,,,,,,https://seiunso.net/,"[{""名称"":""レストラン青い雲"",""名称(カナ)"":""レストランアオイクモ"",""住所"":""堺市堺区出島海岸通2-4-14シティホテル星雲荘内"",""営業曜日"":"""",""営業開始時間"":"""",""営業終了時間"":"""",""営業日備考"":"""",""WebサイトURL"":""""}]",,,,
大阪府堺市西区菱木３丁１９４５番地の１,株式会社清舟造園,2015-11-19T15:00:00.000Z,5120101006490,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市堺区海山町３丁１４９番地の１,株式会社誠文社,2018-11-05T15:00:00.000Z,5120101006499,301,セイブンシャ,,,,,,,,,,,,,特許 2件（学習用時計 / 図形学習用教具） 意匠 2件（カード / 植木鉢） 商標 2件（キッズチョキ / えんぴつふで）,,,,,,,,,,,,,,,,,,,,
大阪府堺市中区深井清水町１７１６番地,株式会社スミカケ,2015-11-19T15:00:00.000Z,5120101006516,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市東区日置荘西町６丁７番２６号,ニチワ株式会社,2015-11-19T15:00:00.000Z,5120101006524,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市堺区住吉橋町１丁１番１２－２０７号,株式会社ニューフラット,2015-11-19T15:00:00.000Z,5120101006540,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市西区上７０７の１番地,上神谷梱包高速株式会社,2024-03-28T18:03:37.996+09:00,5120101006549,,ニワダニコンポウコウソク,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,[],,,,
大阪府堺市堺区大浜西町１０番地,ブルーエキスプレス株式会社,2022-10-11T06:29:56.273+00:00,5120101006573,,ブルーエキスプレス,,,,,,,,,,H,,,,,,,,,,,,,,,,,,http://www.blue-express.co.jp/,[],,,,
大阪府堺市堺区甲斐町西２丁２番２３号,松井興産株式会社,2019-04-03T15:00:00.000Z,5120101006607,301,マツイコウサン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
